index	language	glottocode	iso	word_forms	colexification_type	source_domain	target_domain	source_concept_ID	target_concept_ID	source_concept_definition	target_concept_definition	source_translation_in_English	target_translation_in_English	macro_area	language_family	latitude	longitude
10572	English	stan1293	eng	tram ; tramway	partial	instrument	action	n04469813	v01945183	a conveyance that transports passengers or freight in carriers suspended from cables and supported by a series of towers	travel by tram	funicular railway	tram	Africa;Eurasia;South America	Indo-European	53	-1
10573	English	stan1293	eng	transform ; step-up transformer	partial	action	agent	v00381850	n04471315	increase or decrease (an alternating current or voltage)	an electrical device by which alternating current of one voltage is changed to another voltage	transform	transformer	Africa;Eurasia;South America	Indo-European	53	-1
10574	English	stan1293	eng	transform ; transformer	partial	action	agent	v00381850	n04471315	increase or decrease (an alternating current or voltage)	an electrical device by which alternating current of one voltage is changed to another voltage	transform	transformer	Africa;Eurasia;South America	Indo-European	53	-1
10575	Finnish	finn1318	fin	muuttua ; muuttuja	partial	action	agent	v00381850	n04471315	increase or decrease (an alternating current or voltage)	an electrical device by which alternating current of one voltage is changed to another voltage	transform	transformer	Eurasia	Uralic	64.7628	25.5577
10580	Moksha	moks1248	mdf	кунда́ма ; кунда́мс	partial	instrument	action	n04474466	v01480149	a device in which something (usually an animal) can be caught and penned	capture as if by hunting, snaring, or trapping	trap	catch	Eurasia	Uralic	54.1855	42.6728
10585	English	stan1293	eng	trap ; entrap	partial	instrument	action	n04474466	v01480770	a device in which something (usually an animal) can be caught and penned	catch in or as if in a trap	trap	trammel	Africa;Eurasia;South America	Indo-European	53	-1
10586	Spanish	stan1288	spa	trampa ; entrampar	partial	instrument	action	n04474466	v01480770	a device in which something (usually an animal) can be caught and penned	catch in or as if in a trap	trap	trammel	Eurasia	Indo-European	40.4414	-1.11788
10587	Standard Malay	stan1306	zsm	perangkap ; terperangkap	partial	instrument	action	n04474466	v01480770	a device in which something (usually an animal) can be caught and penned	catch in or as if in a trap	trap	trammel	Eurasia	Austronesian	3.08896	101.699
10588	Standard Malay	stan1306	zsm	jerat ; menjerat	partial	instrument	action	n04474466	v01480770	a device in which something (usually an animal) can be caught and penned	catch in or as if in a trap	trap	trammel	Eurasia	Austronesian	3.08896	101.699
10589	Standard Malay	stan1306	zsm	jerat ; terjerat	partial	instrument	action	n04474466	v01480770	a device in which something (usually an animal) can be caught and penned	catch in or as if in a trap	trap	trammel	Eurasia	Austronesian	3.08896	101.699
10590	Standard Malay	stan1306	zsm	jebak ; menjebak	partial	instrument	action	n04474466	v01480770	a device in which something (usually an animal) can be caught and penned	catch in or as if in a trap	trap	trammel	Eurasia	Austronesian	3.08896	101.699
10591	Standard Malay	stan1306	zsm	jebak ; terjebak	partial	instrument	action	n04474466	v01480770	a device in which something (usually an animal) can be caught and penned	catch in or as if in a trap	trap	trammel	Eurasia	Austronesian	3.08896	101.699
10592	Italian	ital1282	ita	trappola ; intrappolare	partial	instrument	action	n04474466	v01480770	a device in which something (usually an animal) can be caught and penned	catch in or as if in a trap	trap	trammel	Eurasia	Indo-European	43.0464	12.6489
10593	Italian	ital1282	ita	trappola ; prendere in trappola	partial	instrument	action	n04474466	v01480770	a device in which something (usually an animal) can be caught and penned	catch in or as if in a trap	trap	trammel	Eurasia	Indo-European	43.0464	12.6489
10594	Standard Indonesian	indo1316	ind	perangkap ; terperangkap	partial	instrument	action	n04474466	v01480770	a device in which something (usually an animal) can be caught and penned	catch in or as if in a trap	trap	trammel	Papunesia	Austronesian	-7.33458	109.716
10595	Standard Indonesian	indo1316	ind	jerat ; menjerat	partial	instrument	action	n04474466	v01480770	a device in which something (usually an animal) can be caught and penned	catch in or as if in a trap	trap	trammel	Papunesia	Austronesian	-7.33458	109.716
10596	Standard Indonesian	indo1316	ind	jerat ; terjerat	partial	instrument	action	n04474466	v01480770	a device in which something (usually an animal) can be caught and penned	catch in or as if in a trap	trap	trammel	Papunesia	Austronesian	-7.33458	109.716
10597	Standard Indonesian	indo1316	ind	jebak ; menjebak	partial	instrument	action	n04474466	v01480770	a device in which something (usually an animal) can be caught and penned	catch in or as if in a trap	trap	trammel	Papunesia	Austronesian	-7.33458	109.716
10598	Standard Indonesian	indo1316	ind	jebak ; terjebak	partial	instrument	action	n04474466	v01480770	a device in which something (usually an animal) can be caught and penned	catch in or as if in a trap	trap	trammel	Papunesia	Austronesian	-7.33458	109.716
10599	Thai	thai1261	tha	กับดัก ; วางกับดัก	partial	instrument	action	n04474466	v01480770	a device in which something (usually an animal) can be caught and penned	catch in or as if in a trap	trap	trammel	Eurasia	Tai-Kadai	14.192	100.671
10600	Standard Arabic	stan1318	arb	صيد ; مصيدة	partial	instrument	action	n04474466	v01480770	a device in which something (usually an animal) can be caught and penned	catch in or as if in a trap	trap	trammel	Eurasia	Afro-Asiatic	27.9625	43.8525
10601	Vietnamese	viet1252	vie	kết hôn	full	action	result	v02488834	n13963970	take in marriage	the state of being a married couple voluntarily joined for life (or until divorce)	espouse	matrimony	Eurasia	Austroasiatic	20.681188	105.774071
10602	English	stan1293	eng	trap ; entrap	partial	instrument	action	n04474922	v01480770	a device to hurl clay pigeons into the air for trapshooters	catch in or as if in a trap	trap	trammel	Africa;Eurasia;South America	Indo-European	53	-1
10603	Mongolian	mong1331	mon	урхи ; урхид	partial	instrument	action	n04474922	v01480770	a device to hurl clay pigeons into the air for trapshooters	catch in or as if in a trap	trap	trammel	Eurasia	Mongolic-Khitan	45.77047900000001	87.25413566666667
10607	English	stan1293	eng	trawl ; trawl net	partial	instrument	action	n04475749	v01143713	a conical fishnet dragged through the water at great depths	fish with trawlers	trawl	trawl	Africa;Eurasia;South America	Indo-European	53	-1
10609	English	stan1293	eng	trawl ; trawl line	partial	object	action	n04475900	v01143713	a long fishing line with many shorter lines and hooks attached to it (usually suspended between buoys)	fish with trawlers	night-line	trawl	Africa;Eurasia;South America	Indo-European	53	-1
10614	Romanian	roma1327	ron	tranșee ; săpatranșee	partial	object	action	n04478657	v01311722	a ditch dug as a fortification having a parapet of the excavated earth	dig a trench or trenches	trench	trench	Eurasia	Indo-European	46.3913	24.2256
10619	Spanish	stan1288	spa	trinchera ; abrir trincheras	partial	object	action	n04478889	v01311896	any long ditch cut in the ground	cut a trench in, as for drainage	trench	trench	Eurasia	Indo-European	40.4414	-1.11788
10625	Finnish	finn1318	fin	liipaisin ; painaa liipaisinta	partial	instrument	action	n04483073	v01135371	a device that activates or releases or causes something to happen	release or pull the trigger on	trigger	trigger	Eurasia	Uralic	64.7628	25.5577
10627	Italian	ital1282	ita	guarnire ; guarnizione	partial	action	result	v01679806	n04484160	decorate, as with ornaments	a decoration or adornment on a garment	trim	passementerie	Eurasia	Indo-European	43.0464	12.6489
10632	English	stan1293	eng	key	full	instrument	action	n03613294	v01520655	metal device shaped in such a way that when it is inserted into the appropriate lock the lock's mechanism can be rotated	vandalize a car by scratching the sides with a key	key	key	Africa;Eurasia;South America	Indo-European	53	-1
10633	English	stan1293	eng	truck ; motortruck	partial	instrument	action	n04490091	v01954341	an automotive vehicle suitable for hauling	convey (goods etc.) by truck	truck	truck	Africa;Eurasia;South America	Indo-European	53	-1
10634	Standard Malay	stan1306	zsm	peti	full	container	contained	n04491769	n13766436	luggage consisting of a large strong case used when traveling or for storage	the quantity contained in a case	trunk	caseful	Eurasia	Austronesian	3.08896	101.699
10635	Standard Indonesian	indo1316	ind	peti	full	container	contained	n04491769	n13766436	luggage consisting of a large strong case used when traveling or for storage	the quantity contained in a case	trunk	caseful	Papunesia	Austronesian	-7.33458	109.716
10636	English	stan1293	eng	key	full	instrument	action	n03613294	v02338227	metal device shaped in such a way that when it is inserted into the appropriate lock the lock's mechanism can be rotated	provide with a key	key	key	Africa;Eurasia;South America	Indo-European	53	-1
10637	English	stan1293	eng	tub	full	container	contained	n04493381	n13770926	a large open vessel for holding or storing liquids	the amount that a tub will hold	vat	tub	Africa;Eurasia;South America	Indo-European	53	-1
10638	Standard Malay	stan1306	zsm	tong	full	container	contained	n04493381	n13770926	a large open vessel for holding or storing liquids	the amount that a tub will hold	vat	tub	Eurasia	Austronesian	3.08896	101.699
10639	Standard Malay	stan1306	zsm	tab	full	container	contained	n04493381	n13770926	a large open vessel for holding or storing liquids	the amount that a tub will hold	vat	tub	Eurasia	Austronesian	3.08896	101.699
10640	Standard Indonesian	indo1316	ind	tong	full	container	contained	n04493381	n13770926	a large open vessel for holding or storing liquids	the amount that a tub will hold	vat	tub	Papunesia	Austronesian	-7.33458	109.716
10641	Slovenian	slov1268	slv	kad	full	container	contained	n04493381	n13770926	a large open vessel for holding or storing liquids	the amount that a tub will hold	vat	tub	Eurasia	Indo-European	46.2543	14.7766
10642	Slovenian	slov1268	slv	vedro	full	container	contained	n04493381	n13770926	a large open vessel for holding or storing liquids	the amount that a tub will hold	vat	tub	Eurasia	Indo-European	46.2543	14.7766
10643	English	stan1293	eng	tub ; tubful	partial	container	contained	n04493381	n13770926	a large open vessel for holding or storing liquids	the amount that a tub will hold	vat	tub	Africa;Eurasia;South America	Indo-European	53	-1
10644	Finnish	finn1318	fin	saavi ; saavillinen	partial	container	contained	n04493381	n13770926	a large open vessel for holding or storing liquids	the amount that a tub will hold	vat	tub	Eurasia	Uralic	64.7628	25.5577
10646	English	stan1293	eng	tube ; tubing	partial	object	action	n04493505	v02079525	conduit consisting of a long hollow object (usually cylindrical) used to hold and conduct objects or liquids or gases	convey in a tube	tubing	tube	Africa;Eurasia;South America	Indo-European	53	-1
10648	English	stan1293	eng	tube ; tubing	partial	object	action	n04493505	v02329292	conduit consisting of a long hollow object (usually cylindrical) used to hold and conduct objects or liquids or gases	provide with a tube or insert a tube into	tubing	tube	Africa;Eurasia;South America	Indo-European	53	-1
10649	Finnish	finn1318	fin	putki ; putkittaa	partial	object	action	n04493505	v02329292	conduit consisting of a long hollow object (usually cylindrical) used to hold and conduct objects or liquids or gases	provide with a tube or insert a tube into	tubing	tube	Eurasia	Uralic	64.7628	25.5577
10650	Romanian	roma1327	ron	tub ; tuba	partial	object	action	n04493505	v02329292	conduit consisting of a long hollow object (usually cylindrical) used to hold and conduct objects or liquids or gases	provide with a tube or insert a tube into	tubing	tube	Eurasia	Indo-European	46.3913	24.2256
10652	Catalan	stan1289	cat	remolcar ; remolcador	partial	action	object	v01453109	n04495843	pull or strain hard at	a powerful small boat designed to pull or push larger ships	tug	tug	Eurasia	Indo-European	41.453	1.569
10654	Catalan	stan1289	cat	remolcar ; remolcador	partial	action	object	v01453256	n04495843	move by pulling hard	a powerful small boat designed to pull or push larger ships	tug	tug	Eurasia	Indo-European	41.453	1.569
10655	Swahili	swah1253	swa	kiandarua	full	instrument	action	n03819994	v01365945	a trap made of netting to catch fish or birds or insects	catch with a net	net	nett	Africa	Atlantic-Congo	-8.25605	37.624
10656	German	stan1295	deu	schleppen ; schlepper	partial	action	object	v01454636	n04495843	tow (a vessel) with a tug	a powerful small boat designed to pull or push larger ships	tug	tug	Eurasia	Indo-European	48.649	12.4676
10657	Italian	ital1282	ita	rimorchiare ; rimorchiatore	partial	action	object	v01454636	n04495843	tow (a vessel) with a tug	a powerful small boat designed to pull or push larger ships	tug	tug	Eurasia	Indo-European	43.0464	12.6489
